epoch,loss,lr,mse,val_loss,val_mse
0,0.3094634413719177,0.001,0.3094634413719177,0.4675402045249939,0.4675402045249939
1,0.26341596245765686,0.001,0.26341596245765686,0.4765453040599823,0.4765453040599823
2,0.25680258870124817,0.001,0.25680258870124817,0.4368985891342163,0.4368985891342163
3,0.2528074383735657,0.001,0.2528074383735657,0.42523401975631714,0.42523401975631714
4,0.250940203666687,0.001,0.250940203666687,0.4559977650642395,0.4559977650642395
5,0.24922631680965424,0.001,0.24922631680965424,0.4264690577983856,0.4264690577983856
6,0.24832123517990112,0.001,0.24832123517990112,0.402267187833786,0.402267187833786
7,0.24705924093723297,0.001,0.24705924093723297,0.38804543018341064,0.38804543018341064
8,0.24316279590129852,0.0005,0.24316279590129852,0.4263390898704529,0.4263390898704529
9,0.24254684150218964,0.0005,0.24254684150218964,0.4203896224498749,0.4203896224498749
10,0.2423233538866043,0.0005,0.2423233538866043,0.4179639518260956,0.4179639518260956
11,0.24191954731941223,0.0005,0.24191954731941223,0.44614464044570923,0.44614464044570923
12,0.24160385131835938,0.0005,0.24160385131835938,0.430180162191391,0.430180162191391
13,0.24154125154018402,0.0005,0.24154125154018402,0.4712900221347809,0.4712900221347809
