epoch,loss,lr,mse,val_loss,val_mse
0,0.32810479402542114,0.002,0.32810479402542114,0.2598824203014374,0.2598824203014374
1,0.2771088480949402,0.002,0.2771088480949402,0.25129663944244385,0.25129663944244385
2,0.26754051446914673,0.002,0.26754051446914673,0.24351739883422852,0.24351739883422852
3,0.2622471749782562,0.002,0.2622471749782562,0.24192194640636444,0.24192194640636444
4,0.2588668167591095,0.002,0.2588668167591095,0.2416887879371643,0.2416887879371643
5,0.2561850845813751,0.002,0.2561850845813751,0.2496054619550705,0.2496054619550705
6,0.2540574371814728,0.002,0.2540574371814728,0.2385101020336151,0.2385101020336151
7,0.25262752175331116,0.002,0.25262752175331116,0.23616580665111542,0.23616580665111542
8,0.2471713125705719,0.001,0.2471713125705719,0.23716013133525848,0.23716013133525848
9,0.24530425667762756,0.001,0.24530425667762756,0.28950148820877075,0.28950148820877075
10,0.24423137307167053,0.001,0.24423137307167053,0.23531532287597656,0.23531532287597656
11,0.24365860223770142,0.001,0.24365860223770142,0.28674861788749695,0.28674861788749695
12,0.24292385578155518,0.001,0.24292385578155518,0.2545168101787567,0.2545168101787567
13,0.24095621705055237,0.0007,0.24095621705055237,0.23549185693264008,0.23549185693264008
14,0.24044759571552277,0.0007,0.24044759571552277,0.22941918671131134,0.22941918671131134
15,0.24011939764022827,0.0007,0.24011939764022827,0.2331305891275406,0.2331305891275406
16,0.23938815295696259,0.0007,0.23938815295696259,0.23695512115955353,0.23695512115955353
17,0.23929646611213684,0.0007,0.23929646611213684,0.22665266692638397,0.22665266692638397
18,0.23875175416469574,0.0007,0.23875175416469574,0.23003606498241425,0.23003606498241425
19,0.23856554925441742,0.0007,0.23856554925441742,0.24349090456962585,0.24349090456962585
20,0.23807789385318756,0.0007,0.23807789385318756,0.2249869704246521,0.2249869704246521
21,0.2364329844713211,0.0005,0.2364329844713211,0.23683609068393707,0.23683609068393707
22,0.23665916919708252,0.0005,0.23665916919708252,0.2973606586456299,0.2973606586456299
23,0.23598140478134155,0.0005,0.23598140478134155,0.22810426354408264,0.22810426354408264
24,0.23584184050559998,0.0005,0.23584184050559998,0.23581697046756744,0.23581697046756744
25,0.235542893409729,0.0005,0.235542893409729,0.28102853894233704,0.28102853894233704
26,0.23506735265254974,0.0005,0.23506735265254974,0.2331629991531372,0.2331629991531372
27,0.23524606227874756,0.0005,0.23524606227874756,0.23937076330184937,0.23937076330184937
28,0.2350175827741623,0.0005,0.2350175827741623,0.2351863980293274,0.2351863980293274
29,0.23488157987594604,0.0005,0.23488157987594604,0.2344202697277069,0.2344202697277069
