epoch,loss,lr,mse,val_loss,val_mse
0,0.28676438331604004,0.001,0.28676438331604004,0.2483266294002533,0.2483266294002533
1,0.2575781047344208,0.001,0.2575781047344208,0.23992016911506653,0.23992016911506653
2,0.24813665449619293,0.001,0.24813665449619293,0.2359301596879959,0.2359301596879959
3,0.2436629682779312,0.001,0.2436629682779312,0.23309670388698578,0.23309670388698578
4,0.23991195857524872,0.001,0.23991195857524872,0.22855119407176971,0.22855119407176971
5,0.23751531541347504,0.001,0.23751531541347504,0.22803398966789246,0.22803398966789246
6,0.23503786325454712,0.001,0.23503786325454712,0.23159655928611755,0.23159655928611755
7,0.23296727240085602,0.001,0.23296727240085602,0.22833241522312164,0.22833241522312164
8,0.231587216258049,0.001,0.231587216258049,0.2265152484178543,0.2265152484178543
9,0.23049119114875793,0.001,0.23049119114875793,0.2258141040802002,0.2258141040802002
10,0.2291109263896942,0.001,0.2291109263896942,0.22253350913524628,0.22253350913524628
11,0.227937251329422,0.001,0.227937251329422,0.2255151867866516,0.2255151867866516
12,0.22723737359046936,0.001,0.22723737359046936,0.22519740462303162,0.22519740462303162
13,0.22364971041679382,0.0007,0.22364971041679382,0.22046475112438202,0.22046475112438202
14,0.22257457673549652,0.0007,0.22257457673549652,0.22254057228565216,0.22254057228565216
15,0.22176814079284668,0.0007,0.22176814079284668,0.22511424124240875,0.22511424124240875
16,0.22098109126091003,0.0007,0.22098109126091003,0.22016584873199463,0.22016584873199463
17,0.22060436010360718,0.0007,0.22060436010360718,0.22316774725914001,0.22316774725914001
18,0.2199033498764038,0.0007,0.2199033498764038,0.21952377259731293,0.21952377259731293
19,0.21909372508525848,0.0007,0.21909372508525848,0.22112338244915009,0.22112338244915009
20,0.2189474254846573,0.0007,0.2189474254846573,0.22318598628044128,0.22318598628044128
21,0.21611733734607697,0.0005,0.21611733734607697,0.2204405516386032,0.2204405516386032
22,0.2155413180589676,0.0005,0.2155413180589676,0.22697943449020386,0.22697943449020386
23,0.21484693884849548,0.0005,0.21484693884849548,0.22366435825824738,0.22366435825824738
24,0.21482688188552856,0.0005,0.21482688188552856,0.2237357348203659,0.2237357348203659
25,0.21416997909545898,0.0005,0.21416997909545898,0.22091948986053467,0.22091948986053467
26,0.21371302008628845,0.0005,0.21371302008628845,0.21952086687088013,0.21952086687088013
27,0.2136618196964264,0.0005,0.2136618196964264,0.222989022731781,0.222989022731781
28,0.21320486068725586,0.0005,0.21320486068725586,0.22115753591060638,0.22115753591060638
29,0.2130528837442398,0.0005,0.2130528837442398,0.22104817628860474,0.22104817628860474
