epoch,loss,lr,mse,val_loss,val_mse
0,0.33724942803382874,0.002,0.33724942803382874,0.2669796049594879,0.2669796049594879
1,0.28827396035194397,0.002,0.28827396035194397,0.25020161271095276,0.25020161271095276
2,0.2773623764514923,0.002,0.2773623764514923,0.24476614594459534,0.24476614594459534
3,0.2714410424232483,0.002,0.2714410424232483,0.24385575950145721,0.24385575950145721
4,0.2678113877773285,0.002,0.2678113877773285,0.2423660308122635,0.2423660308122635
5,0.2651033401489258,0.002,0.2651033401489258,0.2426641434431076,0.2426641434431076
6,0.26330986618995667,0.002,0.26330986618995667,0.23836059868335724,0.23836059868335724
7,0.26169559359550476,0.002,0.26169559359550476,0.25151219964027405,0.25151219964027405
8,0.25640103220939636,0.001,0.25640103220939636,0.24669036269187927,0.24669036269187927
9,0.2542991638183594,0.001,0.2542991638183594,0.2379571795463562,0.2379571795463562
10,0.25328516960144043,0.001,0.25328516960144043,0.23587608337402344,0.23587608337402344
11,0.25227051973342896,0.001,0.25227051973342896,0.23981812596321106,0.23981812596321106
12,0.2520756721496582,0.001,0.2520756721496582,0.23916444182395935,0.23916444182395935
13,0.2502228021621704,0.0007,0.2502228021621704,0.23729197680950165,0.23729197680950165
14,0.2492217719554901,0.0007,0.2492217719554901,0.23524266481399536,0.23524266481399536
15,0.2484455406665802,0.0007,0.2484455406665802,0.23275193572044373,0.23275193572044373
16,0.2484922856092453,0.0007,0.2484922856092453,0.238774374127388,0.238774374127388
17,0.24805639684200287,0.0007,0.24805639684200287,0.23543642461299896,0.23543642461299896
18,0.24746181070804596,0.0007,0.24746181070804596,0.2355816662311554,0.2355816662311554
19,0.2473941296339035,0.0007,0.2473941296339035,0.2333524078130722,0.2333524078130722
20,0.24701149761676788,0.0007,0.24701149761676788,0.23501451313495636,0.23501451313495636
21,0.24611133337020874,0.0005,0.24611133337020874,0.23494359850883484,0.23494359850883484
22,0.2454582005739212,0.0005,0.2454582005739212,0.23377518355846405,0.23377518355846405
23,0.24446038901805878,0.0005,0.24446038901805878,0.23236128687858582,0.23236128687858582
24,0.24457354843616486,0.0005,0.24457354843616486,0.23813292384147644,0.23813292384147644
25,0.2446354180574417,0.0005,0.2446354180574417,0.2364971786737442,0.2364971786737442
26,0.24399204552173615,0.0005,0.24399204552173615,0.2345968782901764,0.2345968782901764
27,0.2441038191318512,0.0005,0.2441038191318512,0.2326321303844452,0.2326321303844452
28,0.2439727485179901,0.0005,0.2439727485179901,0.2349148839712143,0.2349148839712143
29,0.24372604489326477,0.0005,0.24372604489326477,0.2351868599653244,0.2351868599653244
